anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url
31621,Ooyasan wa Shishunki!,"Comedy, Slice of Life",TV,12,6.66,24131,大家さんは思春期！,"Jan 10, 2016 to Mar 27, 2016",https://cdn.myanimelist.net/images/anime/13/77832.jpg
31797,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken Specials,"Comedy, Ecchi, Harem, Romance, School",Special,6,6.66,6878,俺がお嬢様学校に『庶民サンプル』としてゲッツされた件　『九条さんのドS相談室アニメ版』,"Jan 6, 2016 to Jun 2, 2016",https://cdn.myanimelist.net/images/anime/13/80488.jpg
682,Otogi Story Tenshi no Shippo,"Comedy, Fantasy, Harem, Magic, Romance",TV,12,6.66,9099,おとぎストーリー　天使のしっぽ,"Oct 4, 2001 to Dec 20, 2001",https://cdn.myanimelist.net/images/anime/10/21092.jpg
438,Phantom The Animation,"Action, Drama, Shounen",OVA,3,6.66,9285,ファントム THE ANIMATION,"Feb 27, 2004 to Nov 26, 2004",https://cdn.myanimelist.net/images/anime/12/75176.jpg
16680,Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,12517,劇場版 ポケットモンスター ベストウイッシュ 神速のゲノセクト ミュウツー覚醒,"Jul 13, 2013",https://cdn.myanimelist.net/images/anime/9/47615.jpg
8709,Pokemon: Pikachu Koori no Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.66,3447,ピカチュウ 氷の大冒険,"Aug 1, 2008",https://cdn.myanimelist.net/images/anime/10/24008.jpg
10916,Pokemon: Pikachu no Fuyuyasumi (2000),"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379,ピカチュウのふゆやすみ2000,"Dec 22, 1999",https://cdn.myanimelist.net/images/anime/1910/108234.jpg
25867,Rolling☆Girls,"Action, Adventure, Slice of Life, Super Power",TV,12,6.66,48310,ローリング☆ガールズ,"Jan 11, 2015 to Mar 29, 2015",https://cdn.myanimelist.net/images/anime/12/71527.jpg
27741,Shounen Hollywood: Holly Stage for 50,"Music, Shoujo, Slice of Life",TV,13,6.66,3800,少年ハリウッド-HOLLY STAGE FOR 50-,"Jan 10, 2015 to Apr 4, 2015",https://cdn.myanimelist.net/images/anime/12/70705.jpg
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125,その花びらにくちづけを 玲緒麻衣だいありぃ,"Sep 26, 2009 to Nov 27, 2009",https://cdn.myanimelist.net/images/anime/9/28560.jpg
2766,Super Doll Licca-chan,"Adventure, Comedy, Magic",TV,52,6.66,1826,スーパードール リカちゃん,"Oct 6, 1998 to Sep 28, 1999",https://cdn.myanimelist.net/images/anime/1813/105492.jpg
18799,Take Your Way,"Action, Music, Seinen, Supernatural",Music,1,6.66,1387,Take Your Way,"May 20, 2013",https://cdn.myanimelist.net/images/anime/6/50237.jpg
4427,Tatakae!! Ramenman,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,6.66,431,闘将!!拉麺男,"Jan 10, 1988 to Sep 11, 1988",https://cdn.myanimelist.net/images/anime/7/8414.jpg
6468,Tensai Bakabon,"Comedy, Slice of Life",TV,40,6.66,313,天才バカボン,"Sep 25, 1971 to Jun 24, 1972",https://cdn.myanimelist.net/images/anime/3/60845.jpg
5535,Tottoi,"Adventure, Drama, Kids, Slice of Life",Movie,1,6.66,280,トトイ,"Jun, 1992",https://cdn.myanimelist.net/images/anime/10/31319.jpg
4387,UFO Robo Grendizer tai Great Mazinger,"Mecha, Sci-Fi",Movie,1,6.66,923,UFOロボ グレンダイザー対グレートマジンガー,"Mar 20, 1976",https://cdn.myanimelist.net/images/anime/1592/99764.jpg
715,Yume de Aetara,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,3,6.66,2703,夢で逢えたら,"Apr 21, 1998 to Dec 19, 1998",https://cdn.myanimelist.net/images/anime/10/67403.jpg
12437,Yuri Seijin Naoko-san (2012),Comedy,OVA,1,6.66,6578,百合星人ナオコサン,"Feb 15, 2012",https://cdn.myanimelist.net/images/anime/12/75497.jpg
15951,Amagami SS+ Plus Picture Drama,Romance,Special,2,6.65,8232,アマガミSS+ plus 新作ピクチャードラマ～バレンタイン・フォー・ユー～,"Oct 3, 2012",https://cdn.myanimelist.net/images/anime/8/55899.jpg
1370,Atama Yama,"Comedy, Dementia, Fantasy",Movie,1,6.65,4541,頭山,"Jan 1, 2002",https://cdn.myanimelist.net/images/anime/8/18494.jpg
1682,Baldr Force Exe Resolution,"Action, Drama, Mecha, Sci-Fi",OVA,4,6.65,12443,バルドフォース　エグゼ　レソリューション,"Nov 10, 2006 to Apr 4, 2007",https://cdn.myanimelist.net/images/anime/3/76295.jpg
31573,Brave Beats,"Adventure, Music",TV,22,6.65,2299,ブレイブビーツ,"Oct 11, 2015 to Mar 27, 2016",https://cdn.myanimelist.net/images/anime/3/76152.jpg
16614,Busou Shinki OVA,"Action, Sci-Fi",OVA,1,6.65,4158,武装神姫 Install x Dream,"Jun 26, 2013",https://cdn.myanimelist.net/images/anime/11/44772.jpg
9558,Cheung gong chat hou,Kids,Movie,1,6.65,215,长江7号爱地球,"Jul 9, 2010",https://cdn.myanimelist.net/images/anime/2/26460.jpg
3522,Choujin Locke,"Action, Sci-Fi, Super Power",Movie,1,6.65,1250,超人ロック,"Mar 11, 1984",https://cdn.myanimelist.net/images/anime/1767/96115.jpg
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045,ダーティペアの大勝負 ノーランディアの謎,"Dec 20, 1985",https://cdn.myanimelist.net/images/anime/5/81369.jpg
9493,Dororon Enma-kun Meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural",TV,12,6.65,11006,Dororonえん魔くん メ〜ラめら,"Apr 8, 2011 to Jun 24, 2011",https://cdn.myanimelist.net/images/anime/13/75838.jpg
1189,Eden&#039;s Bowy,"Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,6.65,4106,エデンズ　ボゥイ,"Apr 6, 1999 to Sep 24, 1999",https://cdn.myanimelist.net/images/anime/1770/100142.jpg
5883,Examurai Sengoku,"Action, Martial Arts, Samurai, Sci-Fi",TV,24,6.65,2701,エグザムライ戦国,"Jan 11, 2009 to Jun 25, 2009",https://cdn.myanimelist.net/images/anime/13/33643.jpg
29231,Fushigiboshi no☆Futagohime Gyu! Recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220,ふしぎ星の☆ふたご姫 Gyu!スペシャル ぐるり☆ふしぎ星めぐり,"Aug 25, 2006",https://cdn.myanimelist.net/images/anime/7/70329.jpg
2061,Gall Force 2: Destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372,ガルフォース2 ディストラクション,"Nov 21, 1987",https://cdn.myanimelist.net/images/anime/12/26520.jpg
19271,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,"Shounen, Sports",Movie,1,6.65,273,激闘!クラッシュギアTURBO カイザバーンの挑戦,"Jul 20, 2002",https://cdn.myanimelist.net/images/anime/1038/94231.jpg
3433,Go-Q-Choji Ikkiman,"Sci-Fi, Sports",TV,32,6.65,295,剛Q超児イッキマン,"Apr 13, 1986 to Nov 23, 1986",https://cdn.myanimelist.net/images/anime/9/63019.jpg
9900,Hamster Club,Kids,TV,140,6.65,318,ハムスター倶楽部,"Oct 2, 2000 to Mar 30, 2001",https://cdn.myanimelist.net/images/anime/10/27428.jpg
8101,HenSemi,"Comedy, Ecchi, Seinen",OVA,2,6.65,19029,変ゼミ,"Jul 23, 2010 to Mar 23, 2011",https://cdn.myanimelist.net/images/anime/5/24971.jpg
33309,Jie Mo Ren,"Action, Fantasy, Mystery, Supernatural",ONA,14,6.65,942,戒魔人,"Apr 27, 2016 to Jul 27, 2016",https://cdn.myanimelist.net/images/anime/10/80054.jpg
3435,Joou Heika no Petite Angie,"Historical, Mystery, Shoujo",TV,26,6.65,451,女王陛下のプティアンジェ,"Dec 13, 1977 to Jun 27, 1978",https://cdn.myanimelist.net/images/anime/2/5634.jpg
11583,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,Music,Music,1,6.65,5772,夏色サプライズ,"Sep 14, 2011",https://cdn.myanimelist.net/images/anime/3/32325.jpg
5828,Kishin Douji Zenki Gaiden: Anki Kitan,"Action, Supernatural",OVA,1,6.65,892,鬼神童子ＺＥＮＫＩ外伝　黯鬼奇譚,"Mar 21, 1997",https://cdn.myanimelist.net/images/anime/1468/92571.jpg
33118,Kuma Miko Specials,"Comedy, Seinen",Special,2,6.65,4237,くまみこ,"Jun 24, 2016 to Aug 24, 2016",https://cdn.myanimelist.net/images/anime/12/79557.jpg
3878,Mahou Shoujo Lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635,魔法少女ララベル,"Feb 15, 1980 to Feb 27, 1981",https://cdn.myanimelist.net/images/anime/6/17538.jpg
31448,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special,"Comedy, Magic",Special,1,6.64,3111,よくわかる魔法科！,"Feb 25, 2015",https://cdn.myanimelist.net/images/anime/4/75785.jpg
32324,Major 2nd,"Shounen, Sports",Special,1,6.65,458,MAJOR2　オリジナルアニメーションCM,"Jul 11, 2016",https://cdn.myanimelist.net/images/anime/11/77548.jpg
31560,Miss Monochrome: The Animation 3,"Comedy, Music, Slice of Life",TV,13,6.66,7905,ミス・モノクローム -The Animation- 3,"Oct 2, 2015 to Dec 25, 2015",https://cdn.myanimelist.net/images/anime/6/76089.jpg
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,Mecha,Special,1,6.65,889,動戦士ガンダムUC: ONE OF SEVENTY TWO,"Aug 3, 2013",https://cdn.myanimelist.net/images/anime/10/62067.jpg
4421,Moetan Specials,"Comedy, Ecchi, Magic, School",Special,2,6.65,4036,もえたん,"Dec 21, 2007 to Mar 25, 2008",https://cdn.myanimelist.net/images/anime/9/15066.jpg
32829,Nobunaga no Shinobi,"Comedy, Historical",TV,Unknown,6.65,7207,信長の忍び,"Oct 4, 2016 to Mar 28, 2017",https://cdn.myanimelist.net/images/anime/2/78715.jpg
6625,Nono-chan,"Comedy, Slice of Life",TV,61,6.65,367,ののちゃん,"Jul 7, 2001 to Sep 28, 2002",https://cdn.myanimelist.net/images/anime/8/15177.jpg
31452,Norn9: Norn+Nonet,"Adventure, Fantasy, Josei, Romance",TV,12,6.65,38139,NORN9 ノルン+ノネット,"Jan 7, 2016 to Mar 31, 2016",https://cdn.myanimelist.net/images/anime/4/77974.jpg
32190,Omoi no Kakera,Slice of Life,Special,1,6.65,2301,想いのかけら,"Mar 24, 2016",https://cdn.myanimelist.net/images/anime/5/80101.jpg
4910,Pokemon: Pikachu no Wanpaku Island,"Adventure, Comedy, Fantasy, Kids",Special,1,6.65,6379,ピカチュウのわんぱくアイランド,"Aug 1, 2006",https://cdn.myanimelist.net/images/anime/7/25971.jpg
4792,Pokemon: Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,13702,ピカチュウたんけんたい,"Jul 17, 1999",https://cdn.myanimelist.net/images/anime/1488/97386.jpg
1298,Project A-Ko 4: Final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467,プロジェクトA子 -FINAL-,"Oct 7, 1989",https://cdn.myanimelist.net/images/anime/13/29212.jpg
17913,Redial,Music,Music,1,6.66,1710,Redial,"Mar 20, 2013",https://cdn.myanimelist.net/images/anime/10/47733.jpg
1693,Reideen,"Action, Mecha, Sci-Fi",TV,26,6.65,5736,ライディーン,"Feb 4, 2007 to Aug 25, 2007",https://cdn.myanimelist.net/images/anime/2/7363.jpg
13517,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural",Special,1,6.66,7177,龍ヶ嬢七々々の埋蔵金,"Dec 26, 2011",https://cdn.myanimelist.net/images/anime/11/47725.jpg
10687,Saint Seiya: Legend of Sanctuary,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.65,10776,聖闘士星矢 LEGEND of SANCTUARY,"Jun 21, 2014",https://cdn.myanimelist.net/images/anime/6/78671.jpg
19919,Tesagure! Bukatsumono,"Parody, School, Slice of Life",TV,12,6.65,5670,てさぐれ！部活もの,"Oct 6, 2013 to Dec 29, 2013",https://cdn.myanimelist.net/images/anime/8/56211.jpg
471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,6.65,13877,トゥハート2,"Oct 4, 2005 to Jan 3, 2006",https://cdn.myanimelist.net/images/anime/3/57423.jpg
2699,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",TV,13,6.65,1009,宇宙海賊ミトの大冒険,"Jan 5, 1999 to Mar 30, 1999",https://cdn.myanimelist.net/images/anime/12/60979.jpg
4371,Uchuu Senshi Baldios (Movie),"Action, Mecha, Sci-Fi, Space",Movie,1,6.65,451,宇宙戦士バルディオス,"Dec 29, 1981",https://cdn.myanimelist.net/images/anime/10/61937.jpg
1233,Aozora Shoujo-tai,"Action, Comedy, Military, Romance, Shounen",OVA,7,6.64,3596,青空少女隊,"Oct 21, 1994 to Aug 21, 1996",https://cdn.myanimelist.net/images/anime/1306/100405.jpg
17092,Dallyeola Hani,Sports,TV,13,6.64,209,달려라 하니,"Aug 14, 1988 to Nov 20, 1988",https://cdn.myanimelist.net/images/anime/4/45712.jpg
30127,Danchigai,"Comedy, Slice of Life",TV,12,6.64,37913,だんちがい,"Jul 10, 2015 to Sep 25, 2015",https://cdn.myanimelist.net/images/anime/7/74879.jpg
17705,DD Hokuto no Ken (2013),"Parody, Seinen",TV,13,6.64,1805,DD北斗の拳,"Apr 3, 2013 to Jun 26, 2013",https://cdn.myanimelist.net/images/anime/12/50323.jpg
660,Denshin Mamotte Shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",OVA,8,6.64,2372,伝心　まもって守護月天！,"Jun 23, 2000 to Nov 30, 2001",https://cdn.myanimelist.net/images/anime/5/3896.jpg
4554,Dokkiri Doctor,"Comedy, Slice of Life",TV,26,6.64,472,どっきりドクター,"Oct 21, 1998 to Jun 23, 1999",https://cdn.myanimelist.net/images/anime/9/21169.jpg
12885,Dynamic Super Robots Soushingekki,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507,ダイナミックスーパーロボット総進撃!!,"Dec 21, 2000 to Jun 25, 2001",https://cdn.myanimelist.net/images/anime/12/51981.jpg
31070,Etotama Specials,"Action, Comedy, Fantasy",Special,6,6.64,3753,えとたま（干支魂）TV未公開ショートエピソード,"May 13, 2015 to Jul 1, 2015",https://cdn.myanimelist.net/images/anime/11/74664.jpg
1733,eX-Driver: Nina &amp; Rei Danger Zone,"Action, Cars, Sci-Fi",OVA,1,6.64,2297,エクスドライバー Nina&Rei Danger Zone,"Apr 20, 2002",https://cdn.myanimelist.net/images/anime/5/87659.jpg
1799,Fatal Fury: Legend of the Hungry Wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,1,6.64,5353,バトルファイターズ餓狼伝説,"Dec 23, 1992",https://cdn.myanimelist.net/images/anime/4/10212.jpg
21373,Freezing Vibration Specials,"Action, Comedy, Ecchi",Special,6,6.64,12299,震えちゃう❤フリージング ヴァイブレーションOVA,"Dec 25, 2013 to May 28, 2014",https://cdn.myanimelist.net/images/anime/8/56413.jpg
125,Futakoi,"Comedy, Romance, School",TV,13,6.64,23968,双恋,"Oct 6, 2004 to Dec 29, 2004",https://cdn.myanimelist.net/images/anime/1/125.jpg
8765,Futarigurashi,"Comedy, Ecchi, Romance",TV,36,6.64,551,ふたり暮らし,"Apr 28, 1998 to Jun 30, 1998",https://cdn.myanimelist.net/images/anime/9/24195.jpg
30531,Gakuen Handsome The Animation,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038,学園ハンサム The Animation,"Aug 28, 2015",https://cdn.myanimelist.net/images/anime/11/76861.jpg
8538,Gokujou!! Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223,極上!!めちゃモテ委員長 セカンドコレクション,"Apr 3, 2010 to Apr 10, 2011",https://cdn.myanimelist.net/images/anime/5/23149.jpg
24695,Gokukoku no Brynhildr Special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758,極黒のブリュンヒルデ 第11.5話 から騒ぎ,"Sep 24, 2014",https://cdn.myanimelist.net/images/anime/9/68045.jpg
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Drama, Historical, Josei",OVA,2,6.64,8305,"華ヤカ哉, 我ガ一族 キネトグラフ","Dec 2, 2012 to Mar 14, 2013",https://cdn.myanimelist.net/images/anime/2/45356.jpg
20381,Jungle Taitei Movie,"Adventure, Shounen",Movie,1,6.64,271,ジャングル大帝 劇場版,"Jul 31, 1966",https://cdn.myanimelist.net/images/anime/7/54139.jpg
3100,Kamen Rider SD Kaiki?! Kumo Otoko,"Action, Parody",OVA,1,6.64,575,仮面ライダーSD 怪奇!?クモ男,"Jan 23, 1993",https://cdn.myanimelist.net/images/anime/9/51043.jpg
5153,Kikou Kai Galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164,機甲界ガリアン,"Oct 5, 1984 to Mar 29, 1985",https://cdn.myanimelist.net/images/anime/1951/90860.jpg
4504,Kinkyuu Hasshin Saver Kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225,緊急発進セイバーキッズ,"Feb 19, 1991 to Feb 18, 1992",https://cdn.myanimelist.net/images/anime/10/88402.jpg
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,5,6.64,19389,きょうかいのかなた アイドル裁判！～迷いながらも君を裁く民～,"Nov 18, 2013 to Jul 2, 2014",https://cdn.myanimelist.net/images/anime/6/64267.jpg
31866,Last Exile: Ginyoku no Fam Movie - Over the Wishes,"Action, Adventure, Sci-Fi",Movie,1,6.64,1948,劇場版 LASTEXILE 銀翼のファム Over the Wishes,"Feb 6, 2016",https://cdn.myanimelist.net/images/anime/8/77934.jpg
6368,Legend of Regios,Magic,Special,3,6.64,6194,レジェンド・オブ・レギオス,"Mar 27, 2009 to May 29, 2009",https://cdn.myanimelist.net/images/anime/2/22585.jpg
783,Miami Guns,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,2765,マイアミ☆ガンズ,"Feb 5, 2000 to May 20, 2000",https://cdn.myanimelist.net/images/anime/1/783.jpg
2306,Mobile Suit SD Gundam&#039;s Counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,1982,機動戦士ＳＤガンダムの逆襲,"Jul 15, 1989",https://cdn.myanimelist.net/images/anime/7/2546.jpg
4536,Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350,無敵ロボトライダーG7,"Feb 2, 1980 to Jan 3, 1981",https://cdn.myanimelist.net/images/anime/1703/93953.jpg
8487,Onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,7736,鬼神伝,"Apr 29, 2011",https://cdn.myanimelist.net/images/anime/3/28871.jpg
4013,Paul no Miracle Daisakusen,"Action, Adventure, Kids",TV,51,6.64,413,ポールのミラクル大作戦,"Oct 3, 1976 to Sep 11, 1977",https://cdn.myanimelist.net/images/anime/3/56407.jpg
10917,Pokemon: Pikachu no Fuyuyasumi (2001),"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,4079,ピカチュウのふゆやすみ2001,"Dec 22, 2000",https://cdn.myanimelist.net/images/anime/1248/108235.jpg
1297,Project A-Ko 3: Cinderella Rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601,プロジェクトA子3 シンデレララプソディ,"Jun 20, 1988",https://cdn.myanimelist.net/images/anime/1087/92669.jpg
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477,シャイニング・ティアーズ・クロス・ウィンド,"Apr 7, 2007 to Jun 30, 2007",https://cdn.myanimelist.net/images/anime/10/2298.jpg
6885,Sora no Manimani Specials,"Comedy, School, Slice of Life",Special,3,6.64,4444,宙のまにまに,"Sep 2, 2009 to Dec 16, 2009",https://cdn.myanimelist.net/images/anime/13/22483.jpg
684,Tenshi no Shippo Chu!,"Fantasy, Magic, Romance",TV,11,6.64,3674,天使のしっぽＣｈｕ！,"Mar 6, 2003 to Apr 3, 2003",https://cdn.myanimelist.net/images/anime/12/4406.jpg
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Adventure,Special,1,6.64,244,手塚治虫物語 ぼくは孫悟空,"Aug 27, 1989",https://cdn.myanimelist.net/images/anime/2/26398.jpg
21353,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168,東京ESP,"Jul 12, 2014 to Sep 27, 2014",https://cdn.myanimelist.net/images/anime/10/64587.jpg
33377,Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Mystery,TV,24,6.64,52260,TRICKSTER -江戸川乱歩「少年探偵団」より-,"Oct 4, 2016 to Mar 28, 2017",https://cdn.myanimelist.net/images/anime/9/81133.jpg
4132,Wakakusa no Yon Shimai,"Drama, Historical, Slice of Life",TV,26,6.64,476,若草の四姉妹,"Apr 7, 1981 to Sep 29, 1981",https://cdn.myanimelist.net/images/anime/12/80150.jpg
718,Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,3821,夢で逢えたら,"Nov 30, 1998 to Dec 24, 1998",https://cdn.myanimelist.net/images/anime/8/25224.jpg
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy,Special,7,6.63,14515,甘城ブリリアントパーク 「わくわくミニシアター らくがきバックステージ」,"Dec 26, 2014 to Jun 26, 2015",https://cdn.myanimelist.net/images/anime/4/72011.jpg
10196,Baby Princess 3D Paradise 0 [Love],"Ecchi, Harem, Seinen",OVA,1,6.63,17570,ベイビー・プリンセス 3Dぱらだいす0[ラブ],"Jul 20, 2011",https://cdn.myanimelist.net/images/anime/9/85043.jpg
32311,Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215,ビューティフル・ワールド,"Dec 2, 2014",https://cdn.myanimelist.net/images/anime/13/78476.jpg
13253,Blossom,Music,Movie,1,6.63,2825,BLOSSOM,"Mar 24, 2012",https://cdn.myanimelist.net/images/anime/11/37105.jpg
2640,Doraemon: It&#039;s Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487,夏だ！一番ドラえもん祭り,"Aug 8, 1980",https://cdn.myanimelist.net/images/anime/1744/109537.jpg
33222,Fudanshi Koukou Seikatsu,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,26360,腐男子高校生活,"Jul 5, 2016 to Sep 20, 2016",https://cdn.myanimelist.net/images/anime/2/80966.jpg
26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609,ふたりはプリキュア Splash Star マジッ★ドキッ♥ シアター,"Jan 1, 2008",https://cdn.myanimelist.net/images/anime/4/67529.jpg
6472,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Horror,TV,35,6.63,637,学校のコワイうわさ　花子さんがきた！！,"Aug 15, 1994 to Dec 29, 1995",https://cdn.myanimelist.net/images/anime/5/14726.jpg
2062,Gall Force 3: Stardust War,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281,ガルフォース3 スターダスト・ウォー,"Nov 2, 1988",https://cdn.myanimelist.net/images/anime/5/26521.jpg
2617,Ghiblies,Comedy,Special,2,6.63,3230,ギブリーズ,"Apr 8, 2000 to Jul 19, 2002",https://cdn.myanimelist.net/images/anime/6/75924.jpg
23137,Girls und Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,4,6.63,2296,ガールズ＆パンツァー ハートフル タンク ディスク,"Sep 25, 2013",https://cdn.myanimelist.net/images/anime/2/62195.jpg
8839,Gundam Neo Experience 0087: Green Divers,"Adventure, Mecha, Space",Movie,1,6.63,1849,ガンダム新体験―００８７―グリーンダイバーズ,"Aug 10, 2001",https://cdn.myanimelist.net/images/anime/2/24428.jpg
2207,Hamelin no Violin Hiki: The Movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551,ハーメルンのバイオリン弾き,"Apr 20, 1996",https://cdn.myanimelist.net/images/anime/1260/94835.jpg
25861,Inugami-san to Nekoyama-san Special,"Comedy, School, Shoujo Ai",Special,1,6.63,7062,犬神さんと猫山さん 猫山さんと温泉旅行,"Jul 18, 2014",https://cdn.myanimelist.net/images/anime/1016/115623.jpg
33129,Joker Game: Kuroneko Yoru no Bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,8011,ジョーカー・ゲーム 「黒猫ヨルの冒険」,"Jul 27, 2016 to Sep 28, 2016",https://cdn.myanimelist.net/images/anime/3/82009.jpg
6657,Joshikousei: Girl&#039;s High Specials,"Comedy, Slice of Life",Special,3,6.63,2920,女子高生 GIRL'S HIGH,"May 25, 2006 to Sep 22, 2006",https://cdn.myanimelist.net/images/anime/7/15364.jpg
6375,Kagaku Ninja-tai Gatchaman F,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810,科学忍者隊ガッチャマンF,"Oct 7, 1979 to Aug 31, 1980",https://cdn.myanimelist.net/images/anime/2/45630.jpg
3273,Kinnikuman (1984),"Action, Comedy, Shounen, Sports",Movie,1,6.63,474,キン肉マン (キン肉マン 奪われたチャンピオンベルト),"Jul 14, 1984",https://cdn.myanimelist.net/images/anime/3/73922.jpg
6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,1083,キテレツ大百科,"Mar 27, 1988 to Jun 9, 1996",https://cdn.myanimelist.net/images/anime/1918/99645.jpg
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,1991,金色のガッシュベル！！00F～黄金のチチをもつ男～,2005,https://cdn.myanimelist.net/images/anime/8/32967.jpg
10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",TV,13,6.63,15046,森田さんは無口。,"Jul 6, 2011 to Sep 28, 2011",https://cdn.myanimelist.net/images/anime/13/30166.jpg
24175,Nozo x Kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526,ノゾ×キミ,"Aug 18, 2014 to Feb 18, 2015",https://cdn.myanimelist.net/images/anime/10/67123.jpg
17157,Nozoki Ana,"Comedy, Drama, Ecchi",OVA,1,6.63,21200,ノ・ゾ・キ・ア・ナ,"Feb 28, 2013",https://cdn.myanimelist.net/images/anime/7/46247.jpg
612,PetoPeto-san,"Comedy, Fantasy, Romance, School",TV,13,6.63,3956,ぺとぺとさん,"Jul 9, 2005 to Oct 1, 2005",https://cdn.myanimelist.net/images/anime/13/19516.jpg
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"Adventure, Fantasy",Special,1,6.63,8541,ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！,"Sep 8, 2006",https://cdn.myanimelist.net/images/anime/1445/92964.jpg
4962,Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,2625,六門天外モンコレナイト,"Jan 10, 2000 to Dec 25, 2000",https://cdn.myanimelist.net/images/anime/3/17055.jpg
30088,Ryoutei no Aji,Slice of Life,Special,4,6.63,538,料亭の味,"Mar 28, 2014 to ?",https://cdn.myanimelist.net/images/anime/12/72084.jpg
