anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url,aired_from,aired_to,ave_rating_minmax,rating_count_standard
20469,Himeyuri,"Drama, Historical",Movie,1,6.59,395,ひめゆり,"Jun 23, 2012",https://cdn.myanimelist.net/images/anime/5/54359.jpg,1340380800,1340380800,0.6666667,3
29922,Ou-sama Ninatta Kitsune,,Movie,1,4.16,74,王様になった狐,1959,https://cdn.myanimelist.net/images/anime/4/72001.jpg,0,0,0.33333334,2
30404,Taku Boda,Dementia,Movie,1,5.15,115,タクボーダ,2009,https://cdn.myanimelist.net/images/anime/4/72787.jpg,0,0,0.22222222,1
9812,Bit the Cupid,Comedy,TV,48,6.0,109,ビット・ザ・キューピッド,"Apr 26, 1995 to Mar 29, 1996",https://cdn.myanimelist.net/images/anime/9/27208.jpg,798825600,828028800,0.7777778,1
9242,Nine: Original Han,"Action, School, Sports",Movie,1,6.47,158,ナイン オリジナル版,"Sep 16, 1983",https://cdn.myanimelist.net/images/anime/5/49881.jpg,432489600,432489600,0.5555556,1
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,"Comedy, Kids, Shounen",Movie,1,7.3,320,映画クレヨンしんちゃん 爆睡! ユメミーワールド大突撃,"Apr 16, 2016",https://cdn.myanimelist.net/images/anime/3/78725.jpg,1460736000,1460736000,0.7777778,1
8598,Yuki,"Adventure, Demons, Fantasy",Movie,1,6.67,408,ゆき,"Aug 9, 1981",https://cdn.myanimelist.net/images/anime/4/23625.jpg,366134400,366134400,0.8,5
25975,I Love Sky,"Comedy, Kids",Special,1,5.67,121,I Love Sky,2004,https://cdn.myanimelist.net/images/anime/12/65739.jpg,0,0,0.5555556,1
6156,Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,"Adventure, Comedy, Kids",Movie,1,5.16,152,喜羊羊與灰太狼之牛氣衝天,"Jan 16, 2009",https://cdn.myanimelist.net/images/anime/5/13527.jpg,1232035200,1232035200,0.44444445,1
7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Kids,OVA,1,5.86,176,チャレンジ1年生でかっこいい1年生にへんしん!DVD,"Feb 10, 2008 to Feb 11, 2008",https://cdn.myanimelist.net/images/anime/9/18902.jpg,1202572800,1202659200,0.44444445,1
23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8.24,292622,月刊少女野崎くん,"Jul 7, 2014 to Sep 22, 2014",https://cdn.myanimelist.net/images/anime/5/66083.jpg,1404662400,1411315200,0.81616056,7651
9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51,462974,魔法少女まどか★マギカ,"Jan 7, 2011 to Apr 22, 2011",https://cdn.myanimelist.net/images/anime/11/55225.jpg,1294329600,1303401600,0.842501,14453
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"Action, Mecha",Special,7,6.78,34964,中二病でも恋がしたい！DEPTH OF FIELD ～ 愛と憎しみ劇場,"Dec 19, 2012 to Jun 19, 2013",https://cdn.myanimelist.net/images/anime/9/43245.jpg,1355846400,1371571200,0.64834017,1061
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,1,7.59,22219,少女革命ウテナ　アドゥレセンス黙示録,"Aug 14, 1999",https://cdn.myanimelist.net/images/anime/1268/107516.jpg,934560000,934560000,0.734833,815
10448,Rain Town,Drama,ONA,1,7.38,12489,rain town,"Mar 6, 2011",https://cdn.myanimelist.net/images/anime/5/29062.jpg,1299340800,1299340800,0.7385168,433
7724,Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,7.99,251093,屍鬼,"Jul 9, 2010 to Dec 31, 2010",https://cdn.myanimelist.net/images/anime/8/21343.jpg,1278604800,1293724800,0.79759735,6946
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Special,1,7.75,46276,DRAGON BALL Z スペシャル たったひとりの最終決戦~フリーザに挑んだZ戦士孫悟空の父~,"Oct 17, 1990",https://cdn.myanimelist.net/images/anime/8/3303.jpg,656092800,656092800,0.74848485,2310
5630,Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11,8.03,276593,東のエデン,"Apr 10, 2009 to Jun 19, 2009",https://cdn.myanimelist.net/images/anime/9/15033.jpg,1239292800,1245340800,0.8035806,9086
31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",TV,24,7.52,57920,虹色デイズ,"Jan 10, 2016 to Jun 26, 2016",https://cdn.myanimelist.net/images/anime/8/76691.jpg,1452355200,1466870400,0.7395931,710
884,Shin Angyo Onshi,"Action, Fantasy",Movie,1,7.0,13231,新暗行御史,"Dec 4, 2004",https://cdn.myanimelist.net/images/anime/6/23992.jpg,1102089600,1102089600,0.67749184,544
30825,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,"Horror, Mystery, Supernatural",Special,1,7.08,2601,学校の怪談 首なしライダー!! 死の呪い,"Aug 24, 2001",https://cdn.myanimelist.net/images/anime/2/74184.jpg,998582400,998582400,0.7326892,69
290,Seikai no Monshou,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.83,26379,星界の紋章,"Jan 3, 1999 to Mar 28, 1999",https://cdn.myanimelist.net/images/anime/1493/94479.jpg,915292800,922550400,0.7677144,806
10765,Hikaru no Go Special,"Comedy, Game, Shounen, Supernatural",OVA,1,7.59,4253,ヒカルの碁 特別編 - 裁きの一局! いにしえの華よ咲け!!,2002,https://cdn.myanimelist.net/images/anime/9/29669.jpg,0,0,0.71684587,124
10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",Special,1,6.8,19414,ゴッドイータープロモーションビデオ,"Sep 28, 2009",https://cdn.myanimelist.net/images/anime/12/49159.jpg,1254067200,1254067200,0.6568435,509
7596,Haiyoru! Nyaruani,"Comedy, Parody, Sci-Fi",OVA,9,6.34,18386,這いよる!ニャルアニ,"Mar 17, 2010",https://cdn.myanimelist.net/images/anime/5/22334.jpg,1268755200,1268755200,0.6068525,574
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.6,18847,名探偵コナン 紺碧の棺 （ジョリー・ロジャー）,"Apr 21, 2007",https://cdn.myanimelist.net/images/anime/1765/94323.jpg,1177084800,1177084800,0.75338036,756
29515,Happy ComeCome,"Comedy, Sci-Fi, Slice of Life",Movie,1,5.65,758,ハッピーカムカム,"Mar 22, 2015",https://cdn.myanimelist.net/images/anime/10/72482.jpg,1426953600,1426953600,0.5308642,9
5029,Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",Movie,1,8.16,9943,劇場版MAJOR 友情の一球（ウイニングショット）,"Dec 13, 2008",https://cdn.myanimelist.net/images/anime/10/75221.jpg,1229097600,1229097600,0.796251,409
13563,The Four Seasons,Slice of Life,ONA,4,6.42,1190,The Four Seasons,"Mar 28, 2012",https://cdn.myanimelist.net/images/anime/12/72802.jpg,1332864000,1332864000,0.6354167,32
4650,Seihou Bukyou Outlaw Star Pilot,"Action, Sci-Fi, Space",Special,1,7.14,4046,星方武侠アウトロースター パイロット版,"Sep 22, 2006",https://cdn.myanimelist.net/images/anime/5/23684.jpg,1158854400,1158854400,0.70822734,131
10958,High Score,"Comedy, Shoujo",TV,8,5.85,4894,HIGH SCORE [ハイスコア],"Nov 28, 2011 to Jan 30, 2012",https://cdn.myanimelist.net/images/anime/6/36265.jpg,1322409600,1327852800,0.5544101,194
2561,Captain Future,"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837,キャプテンフューチャー,"Nov 7, 1978 to Dec 18, 1979",https://cdn.myanimelist.net/images/anime/10/87992.jpg,279216000,314294400,0.68333334,60
733,Kizuna,"Drama, Romance, Yaoi",OVA,2,6.46,6547,KIZUNA～絆～,"Aug 12, 1994 to Sep 29, 1995",https://cdn.myanimelist.net/images/anime/10/8172.jpg,776620800,812304000,0.6064815,264
1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,3.99,5822,バイストン・ウェル物語 ガーゼィの翼,"Sep 21, 1996 to Apr 9, 1997",https://cdn.myanimelist.net/images/anime/4/5440.jpg,843235200,860515200,0.33434343,110
1643,Sailor Victory,"Action, Comedy, Mecha, Sci-Fi",OVA,2,6.02,801,聖羅ヴィクトリー,"Jun 25, 1995 to Aug 25, 1995",https://cdn.myanimelist.net/images/anime/5/20063.jpg,804009600,809280000,0.56378603,27
23735,Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6,6.22,3816,健全ミニOVA,"Jul 25, 2014 to Dec 24, 2014",https://cdn.myanimelist.net/images/anime/2/62127.jpg,1406217600,1419350400,0.58683926,103
21097,Oni Chichi: Rebuild,Hentai,OVA,3,7.75,9825,鬼父 Rebuild,"Dec 27, 2013 to Dec 26, 2014",https://cdn.myanimelist.net/images/anime/1584/103849.jpg,1388073600,1419523200,0.72319686,114
800,NieA Under 7,"Comedy, Sci-Fi, Slice of Life",TV,13,6.99,16711,ニア アンダーセブン,"Apr 26, 2000 to Jul 19, 2000",https://cdn.myanimelist.net/images/anime/8/18922.jpg,956678400,963936000,0.68010753,372
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,"Action, Adventure, Martial Arts, Romance",Movie,1,7.63,4614,真救世主伝説　北斗の拳　ラオウ伝　激闘の章,"Apr 28, 2007",https://cdn.myanimelist.net/images/anime/9/29678.jpg,1177689600,1177689600,0.78276354,156
9346,Battle Spirits: Brave,"Action, Shounen",TV,50,7.15,1337,バトルスピリッツ ブレイヴ,"Sep 12, 2010 to Sep 11, 2011",https://cdn.myanimelist.net/images/anime/7/72210.jpg,1284220800,1315670400,0.65656567,11
1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,"Action, Ecchi, Martial Arts, Sci-Fi, Shounen",OVA,3,5.23,1627,超人学園ゴウカイザー　ＴＨＥ　ＶＯＬＴＡＧＥ　ＦＩＧＨＴＥＲＳ,"Sep 27, 1996 to Jan 31, 1997",https://cdn.myanimelist.net/images/anime/2/24751.jpg,843753600,854640000,0.4979424,54
1833,Hyper-Psychic Geo Garaga,"Action, Adventure, Sci-Fi",Movie,1,5.33,674,ギャラガ HYPER-PSYCHIC-GEO GARAGA,"Oct 21, 1989",https://cdn.myanimelist.net/images/anime/9/28323.jpg,624902400,624902400,0.48989898,22
3710,Hakaba Kitarou,"Horror, Supernatural",TV,11,7.01,6649,墓場鬼太郎,"Jan 11, 2008 to Mar 21, 2008",https://cdn.myanimelist.net/images/anime/1692/113258.jpg,1199980800,1206028800,0.69647694,123
217,Shin Angel,"Comedy, Drama, Hentai, Romance",OVA,5,6.49,1420,新エンジェル,"Oct 21, 1994 to Nov 22, 1995",https://cdn.myanimelist.net/images/anime/5/51011.jpg,782668800,816969600,0.6247379,53
2338,Youjuu Kyoushitsu,"Demons, Hentai, Horror",OVA,6,5.58,830,妖獣教室,"May 25, 1990 to May 27, 1994",https://cdn.myanimelist.net/images/anime/12/13156.jpg,643561200,769968000,0.51111114,20
6657,Joshikousei: Girl&#039;s High Specials,"Comedy, Slice of Life",Special,3,6.63,2920,女子高生 GIRL'S HIGH,"May 25, 2006 to Sep 22, 2006",https://cdn.myanimelist.net/images/anime/7/15364.jpg,1148486400,1158854400,0.6347518,94
3422,Donburi Kazoku,Hentai,OVA,2,5.98,2457,どんぶり家族,"Jun 9, 2006 to Oct 10, 2006",https://cdn.myanimelist.net/images/anime/4/41647.jpg,1149782400,1160409600,0.5378422,69
4068,Shin Megami Tensei Devil Children: Light &amp; Dark,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52,6.62,800,真･女神転生Ｄチルドレン ライト＆ダーク,"Oct 5, 2002 to Sep 27, 2003",https://cdn.myanimelist.net/images/anime/5/23110.jpg,1033747200,1064592000,0.5555556,3
16091,Mouryou no Nie,"Hentai, Horror, Supernatural",OVA,2,6.3,1838,魍魎の贄,"Dec 21, 2012 to Mar 15, 2013",https://cdn.myanimelist.net/images/anime/2/43451.jpg,1356019200,1363276800,0.587963,24
3563,Momone,Hentai,OVA,1,5.38,838,MOMONE 桃音,"Jan 25, 1998",https://cdn.myanimelist.net/images/anime/11/5982.jpg,885657600,885657600,0.5037037,15
11561,Sougen no Ko Tenguri,"Adventure, Drama, Historical, Kids",Movie,1,6.3,406,草原の子テングリ,1977,https://cdn.myanimelist.net/images/anime/8/32231.jpg,0,0,0.5555556,10
20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery",Movie,1,6.61,260,劇場版名探偵ホームズ　ミセス・ハドソン人質事件の巻／ドーバー海峡の大空中戦の巻,"Aug 2, 1986",https://cdn.myanimelist.net/images/anime/3/54265.jpg,523292400,523292400,0.8888889,2
9467,Kanojo ga Mimai ni Konai Wake,"Drama, Hentai",OVA,3,6.41,2704,彼女が見舞いに来ない理由,"Nov 19, 2010 to Jun 21, 2013",https://cdn.myanimelist.net/images/anime/1269/104095.jpg,1290096000,1371744000,0.5643275,38
11815,Ijou Chitai: Jikken Dorei,Hentai,OVA,2,5.97,1638,異常痴態 実験奴隷,"Dec 16, 2011 to Mar 23, 2012",https://cdn.myanimelist.net/images/anime/1098/104047.jpg,1323964800,1332432000,0.5617284,18
6031,Osu!! Karate Bu,"Martial Arts, School, Shounen",OVA,4,6.97,628,押忍!!空手部,"Oct 21, 1990 to Jul 25, 1992",https://cdn.myanimelist.net/images/anime/2/26856.jpg,656438400,711993600,0.6969697,11
8446,SAI: Part 1 / Revolving... to the Core,"Fantasy, Music",Music,1,6.18,306,彩-SAI-(前編) / 廻る、巡る、その核へ,"Oct 14, 2004",https://cdn.myanimelist.net/images/anime/11/22302.jpg,1097683200,1097683200,0.625,8
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,"Action, Comedy",ONA,1,3.79,111,魔人戦隊　デスレンジャー「奪われたプリン！」,"Sep 18, 2014",https://cdn.myanimelist.net/images/anime/8/72096.jpg,1410969600,1410969600,0.22222222,1
30327,New York Trip,Dementia,Movie,1,5.31,131,ニューヨーク・トリップ,1970,https://cdn.myanimelist.net/images/anime/10/72722.jpg,0,0,0.22222222,1
30435,Kankou Taisen Saitama: Sakuya no Tatakai,,ONA,4,4.24,103,観光大戦SAITAMA～サクヤの戦い～,"Apr 21, 2011 to May 13, 2011",https://cdn.myanimelist.net/images/anime/7/72820.jpg,1303315200,1305216000,0.22222222,1
32764,Sun Set Sun,Music,Music,1,5.48,93,SUN SET SUN,"May 15, 2013",https://cdn.myanimelist.net/images/anime/4/78592.jpg,1368547200,1368547200,0.22222222,1
4495,Hyakkiyakou: Warashi,Hentai,OVA,1,5.5,281,百喜夜行　～わらし～,"Oct 25, 2000",https://cdn.myanimelist.net/images/anime/1909/111985.jpg,972403200,972403200,0.3611111,4
6015,Megami Tantei Vinus File,Hentai,OVA,1,5.73,380,女神探偵,"May 18, 2003",https://cdn.myanimelist.net/images/anime/1332/104268.jpg,1053187200,1053187200,0.5185185,3
25383,Doraemon Movie 35: Nobita no Space Heroes,"Comedy, Kids, Shounen, Space",Movie,1,6.91,493,映画 ドラえもん のび太の宇宙英雄記[スペースヒーローズ],"Mar 7, 2015",https://cdn.myanimelist.net/images/anime/11/72404.jpg,1425657600,1425657600,0.6666667,4
11995,Guilstein,"Action, Horror, Sci-Fi",Movie,1,5.33,286,ギルスティン,"Jun 15, 2002",https://cdn.myanimelist.net/images/anime/3/33889.jpg,1024070400,1024070400,0.5555556,2
30704,Kakko Kawaii Sengen! Specials,Comedy,Special,14,5.13,106,カッコカワイイ宣言！,"Dec 16, 2011 to Mar 23, 2012",https://cdn.myanimelist.net/images/anime/4/73741.jpg,1323964800,1332432000,0.22222222,1
9107,Pokemon Best Wishes!,"Action, Adventure, Comedy, Fantasy, Kids",TV,84,6.78,33730,ポケットモンスターベストウイッシュ,"Sep 23, 2010 to Jun 14, 2012",https://cdn.myanimelist.net/images/anime/7/26135.jpg,1285171200,1339603200,0.6752924,760
12581,Asa made Jugyou Chu!,"Comedy, Ecchi, Romance, School",OVA,1,6.37,25285,朝まで授業chu!,"Jun 23, 2012",https://cdn.myanimelist.net/images/anime/1618/112459.jpg,1340380800,1340380800,0.6222459,938
2904,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,25,8.98,572888,コードギアス 反逆のルルーシュ 続編,"Apr 6, 2008 to Sep 28, 2008",https://cdn.myanimelist.net/images/anime/4/9391.jpg,1207411200,1222531200,0.89553744,21124
10213,Maji de Watashi ni Koi Shinasai!,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,12,7.02,116683,真剣で私に恋しなさい！,"Oct 2, 2011 to Dec 18, 2011",https://cdn.myanimelist.net/images/anime/4/32541.jpg,1317484800,1324137600,0.68871224,3271
28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Movie,1,7.04,31182,屍者の帝国,"Oct 2, 2015",https://cdn.myanimelist.net/images/anime/4/75468.jpg,1443715200,1443715200,0.68130225,372
326,Petshop of Horrors,"Horror, Josei, Mystery, Supernatural",TV,4,7.41,32696,Pet Shop of Horrors (ペットショップ・オブ・ホラーズ),"Mar 2, 1999 to Mar 23, 1999",https://cdn.myanimelist.net/images/anime/10/64543.jpg,920304000,922118400,0.72674227,1352
3326,Inaka Isha,"Dementia, Drama, Historical, Psychological",Movie,1,6.88,10030,カフカ 田舎医者,"Oct 2, 2007",https://cdn.myanimelist.net/images/anime/5/5344.jpg,1191254400,1191254400,0.6663173,318
30925,Gatchaman Crowds Insight: Inbound,"Adventure, Sci-Fi",ONA,1,7.11,14786,GATCHAMAN CROWDS insight（インサイト）「#0 inbound」,"Jun 20, 2015",https://cdn.myanimelist.net/images/anime/2/74427.jpg,1434729600,1434729600,0.69075716,452
28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230,すべてがFになる THE PERFECT INSIDER,"Oct 9, 2015 to Dec 18, 2015",https://cdn.myanimelist.net/images/anime/9/76071.jpg,1444320000,1450368000,0.72301584,1540
537,Tekken,"Action, Adventure, Martial Arts, Sci-Fi",OVA,2,5.35,9687,鉄拳,"Jan 21, 1998 to Feb 21, 1998",https://cdn.myanimelist.net/images/anime/6/4615.jpg,885312000,887990400,0.49534664,585
1727,Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School",TV,12,6.97,22282,神曲奏界ポリフォニカ,"Apr 4, 2007 to Jun 20, 2007",https://cdn.myanimelist.net/images/anime/1610/95574.jpg,1175616000,1182268800,0.6740482,572
1096,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1,7.83,11957,機動警察パトレイバー2 the Movie,"Aug 7, 1993",https://cdn.myanimelist.net/images/anime/6/74764.jpg,744652800,744652800,0.7684499,405
766,Kishin Houkou Demonbane,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,6.21,7024,機神咆吼デモンベイン,"Jul 1, 2004",https://cdn.myanimelist.net/images/anime/1/766.jpg,1088611200,1088611200,0.59661835,230
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic",TV,52,6.58,741,おねがい♪マイメロディ きららっ★,"Apr 6, 2008 to Mar 29, 2009",https://cdn.myanimelist.net/images/anime/7/68501.jpg,1207411200,1238256000,0.7037037,12
5600,Little El Cid no Bouken,"Adventure, Historical, Kids",TV,26,6.48,274,リトル・エル・シドの冒険,"Feb 6, 1984 to Mar 12, 1984",https://cdn.myanimelist.net/images/anime/3/11563.jpg,444844800,447868800,0.64444447,5
3085,Koharu Biyori,"Comedy, Ecchi, Sci-Fi",OVA,3,6.78,14560,こはるびより,"Oct 15, 2007 to Mar 10, 2008",https://cdn.myanimelist.net/images/anime/8/5074.jpg,1192377600,1205078400,0.66068757,669
1037,Saint Beast: Seijuu Kourin-hen,"Action, Fantasy, Magic, Supernatural",TV,6,6.09,6177,セイント・ビースト～聖獣降臨編～,"May 8, 2003 to Jun 13, 2003",https://cdn.myanimelist.net/images/anime/11/23705.jpg,1052323200,1055433600,0.6144986,164
11341,Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery, Super Power",TV,12,7.3,11941,探偵オペラ ミルキィホームズ 第2幕,"Jan 5, 2012 to Mar 22, 2012",https://cdn.myanimelist.net/images/anime/2/35372.jpg,1325692800,1332345600,0.72587186,274
4444,Zero Duel Masters,"Adventure, Comedy, Game, Sports",TV,12,6.25,1217,ゼロ デュエル・マスターズ,"Apr 9, 2007 to Sep 28, 2007",https://cdn.myanimelist.net/images/anime/8/8469.jpg,1176048000,1190908800,0.5230352,41
4361,Grenadier: Hohoemi no Senshi Specials,"Comedy, Ecchi, Parody",Special,7,6.7,4220,グレネーダー 〜ほほえみの閃士〜,"Jan 28, 2005 to Jun 29, 2005",https://cdn.myanimelist.net/images/anime/8/8274.jpg,1106841600,1119974400,0.6446541,106
21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,6.42,544,シスター・プリンセス　Re Pure　～キャラクターズ,"Jan 21, 2004 to Feb 25, 2004",https://cdn.myanimelist.net/images/anime/5/56091.jpg,1074614400,1077638400,0.6666667,7
229,Ninin ga Shinobuden,"Comedy, Martial Arts, Parody",TV,12,7.03,23125,ニニンがシノブ伝,"Jul 10, 2004 to Sep 25, 2004",https://cdn.myanimelist.net/images/anime/8/6591.jpg,1089388800,1096041600,0.69213486,890
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,"Action, Historical, Martial Arts, Shounen",OVA,1,6.23,776,ストリートファイターII よみがえる藤原京 時を駆けたファイターたち,"Mar 29, 1995",https://cdn.myanimelist.net/images/anime/1836/113597.jpg,796406400,796406400,0.6148148,15
7303,Detective Conan: Black History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.74,3603,名探偵コナン ブラック ヒストリー 黒の組織と対決の歴史,"Dec 17, 2007",https://cdn.myanimelist.net/images/anime/2/86591.jpg,1197820800,1197820800,0.7630719,68
10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,5.61,6167,こぴはん,"Aug 12, 2011 to Nov 3, 2011",https://cdn.myanimelist.net/images/anime/10/75584.jpg,1313078400,1320249600,0.54395604,182
823,Virgin Night,"Hentai, Romance",OVA,1,6.55,2171,初夜 -ヴァージン・ナイト-,"Jun 25, 2001",https://cdn.myanimelist.net/images/anime/9/80149.jpg,993398400,993398400,0.61988306,76
307,Kerokko Demetan,"Comedy, Fantasy, Kids",TV,39,6.04,533,けろっこデメタン,"Jan 2, 1973 to Sep 25, 1973",https://cdn.myanimelist.net/images/anime/1807/108565.jpg,94752000,117734400,0.53968257,14
7268,Diabolus: Kikoku,Hentai,OVA,2,6.36,3250,Diabolus～鬼哭～,"Dec 21, 2009 to Feb 26, 2010",https://cdn.myanimelist.net/images/anime/1891/103914.jpg,1261324800,1267113600,0.5709402,65
33741,Mobile Police Patlabor Reboot,"Comedy, Mecha, Police, Sci-Fi",Movie,1,6.82,2303,機動警察パトレイバーREBOOT,"Oct 15, 2016",https://cdn.myanimelist.net/images/anime/3/82621.jpg,1476460800,1476460800,0.7017544,19
6685,Mesu Kyoushi: Injoku no Kyoushitsu,Hentai,OVA,3,6.48,2005,牝教師 淫辱の教室,"Jun 25, 2009 to May 21, 2010",https://cdn.myanimelist.net/images/anime/6/15493.jpg,1245859200,1274371200,0.5644444,25
3513,Tanjou: Debut,"Romance, Slice of Life, Supernatural",OVA,2,5.19,392,誕生～Ｄｅｂｕｔ～,"Oct 21, 1994 to Dec 21, 1994",https://cdn.myanimelist.net/images/anime/8/71728.jpg,782668800,787939200,0.3888889,8
2983,Digital Devil Story: Megami Tensei,"Adventure, Demons, Drama, Fantasy, Horror, Mystery, Psychological, School, Supernatural",OVA,1,5.42,2660,デジタル・デビル物語〈ストーリ〉 女神転生,"Mar 25, 1987",https://cdn.myanimelist.net/images/anime/1015/90699.jpg,543600000,543600000,0.50671554,91
8292,Seitokaichou Hikaru,Hentai,OVA,1,6.39,2772,聖徒会長ヒカル,"Apr 23, 2010",https://cdn.myanimelist.net/images/anime/3/21477.jpg,1271952000,1271952000,0.5777778,45
960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",TV,26,7.51,2151,神鵰俠侶 II 襄陽風雲,"Jan 30, 2005 to Sep 2, 2006",https://cdn.myanimelist.net/images/anime/10/4622.jpg,1107014400,1157126400,0.7414141,55
3273,Kinnikuman (1984),"Action, Comedy, Shounen, Sports",Movie,1,6.63,474,キン肉マン (キン肉マン 奪われたチャンピオンベルト),"Jul 14, 1984",https://cdn.myanimelist.net/images/anime/3/73922.jpg,458582400,458582400,0.7222222,4
5923,Utsunomiko: Heaven Chapter,"Adventure, Demons, Fantasy",OVA,13,6.18,333,宇宙皇子 天上篇,"Oct 24, 1990 to Feb 19, 1992",https://cdn.myanimelist.net/images/anime/2/30529.jpg,656697600,698428800,0.7037037,3
11749,Oshioki: Gakuen Reijou Kousei Keikaku,Hentai,OVA,3,6.34,2429,懲罰指導 ～学園令嬢更性計画～,"Nov 18, 2011 to Jun 15, 2012",https://cdn.myanimelist.net/images/anime/1775/112625.jpg,1321545600,1339689600,0.51724136,29
28197,Ofuro no Kazoe Uta,"Kids, Music",Music,1,5.19,130,おふろのかぞえうた,1980,https://cdn.myanimelist.net/images/anime/5/68245.jpg,0,0,0.055555556,2
32626,Kozaru no Buranko,Kids,Movie,1,4.95,60,こざるのぶらんこ,"Dec, 1959",https://cdn.myanimelist.net/images/anime/8/78332.jpg,0,0,0.22222222,1
32747,Fake Style II,Music,Music,1,6.14,82,FAKE STYLE II,"Aug 1, 2014",https://cdn.myanimelist.net/images/anime/6/78575.jpg,1406822400,1406822400,0.22222222,1
32904,Norimono Atsumare: Hit Song-shuu,Music,OVA,6,4.17,51,のりものあつまれ ヒット・ソング集,"Feb 18, 1994",https://cdn.myanimelist.net/images/anime/2/78925.jpg,761500800,761500800,0.22222222,1
5503,Atagoal wa Neko no Mori,Kids,Movie,1,6.15,483,アタゴオルは猫の森,"Oct 14, 2006",https://cdn.myanimelist.net/images/anime/5/14175.jpg,1160755200,1160755200,0.2888889,5
2631,The☆Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",Movie,1,6.48,496,ザ☆ドラえもんズ ゴール！ゴール！ゴール！！,"Mar 9, 2002",https://cdn.myanimelist.net/images/anime/12/30859.jpg,1015603200,1015603200,0.6805556,8
2081,Makeruna! Makendou,"Comedy, Magic, Shounen",OVA,1,5.78,555,負けるな！魔剣道,"Mar 25, 1995",https://cdn.myanimelist.net/images/anime/2/53189.jpg,796060800,796060800,0.5037037,15
12441,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.55,283,"\"装甲騎兵ボトムズVOL.II HIGHLIGHTS FROM THE \"\"A.T.VOTOMS\"\"\"","Jul 20, 1985",https://cdn.myanimelist.net/images/anime/13/53115.jpg,490636800,490636800,0.8888889,1
11617,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.7,398660,ハイスクールD×D,"Jan 6, 2012 to Mar 23, 2012",https://cdn.myanimelist.net/images/anime/1331/111940.jpg,1325779200,1332432000,0.75334066,12140
